"genus_species","Family","mating_system","Haploid.Chrom.."
"Solanum_latiflorum","Solanaceae","si","12"
"Solanum_laxum","Solanaceae","si","12"
"Solanum_lycocarpum","Solanaceae","si","12"
"Solanum_lycopersicoides","Solanaceae","si","12"
"Solanum_melissarum","Solanaceae","si","12"
"Solanum_obliquum","Solanaceae","si","12"
"Solanum_occultum","Solanaceae","si","12"
"Solanum_ochranthum","Solanaceae","si","12"
"Solanum_oxyphyllum","Solanaceae","si","12"
"Solanum_palinacanthum","Solanaceae","si","12"
"Solanum_paniculatum","Solanaceae","si","12"
"Solanum_paucissectum","Solanaceae","si","12"
"Solanum_pennellii","Solanaceae","si","12"
"Solanum_pinetorum","Solanaceae","si","12"
"Solanum_sciadostylis","Solanaceae","si","12"
"Solanum_sibundoyense","Solanaceae","si","12"
"Solanum_sitiens","Solanaceae","si","12"
"Solanum_stenophyllidium","Solanaceae","si","12"
"Solanum_stuckertii","Solanaceae","si","12"
"Solanum_tabanoense","Solanaceae","si","12"
"Solanum_taeniotrichum","Solanaceae","si","12"
"Solanum_tarnii","Solanaceae","si","12"
"Solanum_trifidum","Solanaceae","si","12"
"Solanum_umbellatum","Solanaceae","si","12"
"Solanum_unilobum","Solanaceae","si","12"
"Solanum_valdiviense","Solanaceae","si","12"
"Witheringia_coccoloboides","Solanaceae","si","12"
"Witheringia_correana","Solanaceae","si","12"
"Witheringia_mortonii","Solanaceae","si","12"
